port,transport,service
2201,tcp,ats
2202,udp,imtc-map
2202,tcp,imtc-map
2203,tcp,b2-runtime
2203,udp,b2-runtime
2204,tcp,b2-license
2204,udp,b2-license
2205,tcp,jps
2205,udp,jps
2206,tcp,hpocbus
2206,udp,hpocbus
2207,tcp,hpssd
2207,udp,hpssd
2208,tcp,hpiod
2208,udp,hpiod
2213,udp,kali
2213,tcp,kali
2214,tcp,rpi
2214,udp,rpi
2215,tcp,ipcore
2215,udp,ipcore
2216,tcp,vtu-comms
2216,udp,vtu-comms
2217,tcp,gotodevice
2217,udp,gotodevice
2218,tcp,bounzza
2218,udp,bounzza
2219,tcp,netiq-ncap
2219,udp,netiq-ncap
2220,udp,netiq
2220,tcp,netiq
2221,udp,rockwell-csp1
2221,tcp,rockwell-csp1
2222,udp,rockwell-csp2
2222,tcp,rockwell-csp2
2223,udp,rockwell-csp3
2223,tcp,rockwell-csp3
2224,tcp,efi-mg
2224,udp,efi-mg
2225,tcp,rcip-itu
2226,tcp,di-drm
2226,udp,di-drm
2227,tcp,di-msg
2227,udp,di-msg
2228,tcp,ehome-ms
2228,udp,ehome-ms
2229,tcp,datalens
2229,udp,datalens
2230,tcp,queueadm
2230,udp,queueadm
2231,tcp,wimaxasncp
2231,udp,wimaxasncp
2232,udp,ivs-video
2232,tcp,ivs-video
2233,udp,infocrypt
2233,tcp,infocrypt
2234,udp,directplay
2234,tcp,directplay
2235,udp,sercomm-wlink
2235,tcp,sercomm-wlink
2236,udp,nani
2236,tcp,nani
2237,udp,optech-port1-lm
2237,tcp,optech-port1-lm
2238,udp,aviva-sna
2238,tcp,aviva-sna
2239,udp,imagequery
2239,tcp,imagequery
2240,udp,recipe
2240,tcp,recipe
2241,udp,ivsd
2241,tcp,ivsd
2242,udp,foliocorp
2242,tcp,foliocorp
2243,udp,magicom
2243,tcp,magicom
2244,udp,nmsserver
2244,tcp,nmsserver
2245,udp,hao
2245,tcp,hao
2246,udp,pc-mta-addrmap
2246,tcp,pc-mta-addrmap
2247,tcp,antidotemgrsvr
2247,udp,antidotemgrsvr
2248,udp,ums
2248,tcp,ums
2249,udp,rfmp
2249,tcp,rfmp
2250,udp,remote-collab
2250,tcp,remote-collab
2251,udp,dif-port
2251,tcp,dif-port
2252,udp,njenet-ssl
2252,tcp,njenet-ssl
2253,udp,dtv-chan-req
2253,tcp,dtv-chan-req
2254,udp,seispoc
2254,tcp,seispoc
2255,udp,vrtp
2255,tcp,vrtp
2256,tcp,pcc-mfp
2256,udp,pcc-mfp
2257,tcp,simple-tx-rx
2257,udp,simple-tx-rx
2258,tcp,rcts
2258,udp,rcts
2259,tcp,acd-pm
2259,udp,acd-pm
2260,udp,apc-2260
2260,tcp,apc-2260
2261,tcp,comotionmaster
2261,udp,comotionmaster
2262,tcp,comotionback
2262,udp,comotionback
2263,tcp,ecwcfg
2263,udp,ecwcfg
2264,tcp,apx500api-1
2264,udp,apx500api-1
2265,tcp,apx500api-2
2265,udp,apx500api-2
2266,tcp,mfserver
2266,udp,mfserver
2267,tcp,ontobroker
2267,udp,ontobroker
2268,tcp,amt
2268,udp,amt
2269,tcp,mikey
2269,udp,mikey
2270,tcp,starschool
2270,udp,starschool
2271,tcp,mmcals
2271,udp,mmcals
2272,tcp,mmcal
2272,udp,mmcal
2273,tcp,mysql-im
2273,udp,mysql-im
2274,tcp,pcttunnell
2274,udp,pcttunnell
2275,tcp,ibridge-data
2275,udp,ibridge-data
2276,tcp,ibridge-mgmt
2276,udp,ibridge-mgmt
2277,tcp,bluectrlproxy
2277,udp,bluectrlproxy
2278,tcp,s3db
2278,udp,s3db
2279,udp,xmquery
2279,tcp,xmquery
2280,udp,lnvpoller
2280,tcp,lnvpoller
2281,udp,lnvconsole
2281,tcp,lnvconsole
2282,udp,lnvalarm
2282,tcp,lnvalarm
2283,udp,lnvstatus
2283,tcp,lnvstatus
2284,udp,lnvmaps
2284,tcp,lnvmaps
2285,udp,lnvmailmon
2285,tcp,lnvmailmon
2286,udp,nas-metering
2286,tcp,nas-metering
2287,udp,dna
2287,tcp,dna
2288,udp,netml
2288,tcp,netml
2289,tcp,dict-lookup
2289,udp,dict-lookup
2290,tcp,sonus-logging
2290,udp,sonus-logging
2291,tcp,eapsp
2291,udp,eapsp
2292,tcp,mib-streaming
2292,udp,mib-streaming
2293,tcp,npdbgmngr
2293,udp,npdbgmngr
2294,udp,konshus-lm
2294,tcp,konshus-lm
2295,udp,advant-lm
2295,tcp,advant-lm
2296,udp,theta-lm
2296,tcp,theta-lm
2297,udp,d2k-datamover1
2297,tcp,d2k-datamover1
2298,udp,d2k-datamover2
2298,tcp,d2k-datamover2
2299,udp,pc-telecommute
2299,tcp,pc-telecommute
2300,udp,cvmmon
2300,tcp,cvmmon
2301,udp,cpq-wbem
2301,tcp,cpq-wbem
2302,udp,binderysupport
2302,tcp,binderysupport
2303,udp,proxy-gateway
2303,tcp,proxy-gateway
2304,udp,attachmate-uts
2304,tcp,attachmate-uts
2305,udp,mt-scaleserver
2305,tcp,mt-scaleserver
2306,udp,tappi-boxnet
2306,tcp,tappi-boxnet
2307,udp,pehelp
2307,tcp,pehelp
2308,udp,sdhelp
2308,tcp,sdhelp
2309,udp,sdserver
2309,tcp,sdserver
2310,udp,sdclient
2310,tcp,sdclient
2311,udp,messageservice
2311,tcp,messageservice
2312,tcp,wanscaler
2312,udp,wanscaler
2313,udp,iapp
2313,tcp,iapp
2314,udp,cr-websystems
2314,tcp,cr-websystems
2315,udp,precise-sft
2315,tcp,precise-sft
2316,udp,sent-lm
2316,tcp,sent-lm
2317,udp,attachmate-g32
2317,tcp,attachmate-g32
2318,udp,cadencecontrol
2318,tcp,cadencecontrol
2319,udp,infolibria
2319,tcp,infolibria
2320,udp,siebel-ns
2320,tcp,siebel-ns
2321,udp,rdlap
2321,tcp,rdlap
2322,udp,ofsd
2322,tcp,ofsd
2323,udp,3d-nfsd
2323,tcp,3d-nfsd
2324,udp,cosmocall
2324,tcp,cosmocall
2325,udp,designspace-lm
2325,tcp,designspace-lm
2326,udp,idcp
2326,tcp,idcp
2327,udp,xingcsm
2327,tcp,xingcsm
2328,udp,netrix-sftm
2328,tcp,netrix-sftm
2329,udp,nvd
2329,tcp,nvd
2330,udp,tscchat
2330,tcp,tscchat
2331,udp,agentview
2331,tcp,agentview
2332,udp,rcc-host
2332,tcp,rcc-host
2333,udp,snapp
2333,tcp,snapp
2334,udp,ace-client
2334,tcp,ace-client
2335,udp,ace-proxy
2335,tcp,ace-proxy
2336,udp,appleugcontrol
2336,tcp,appleugcontrol
2337,udp,ideesrv
2337,tcp,ideesrv
2338,udp,norton-lambert
2338,tcp,norton-lambert
2339,udp,3com-webview
2339,tcp,3com-webview
2340,udp,wrs_registry
2340,tcp,wrs_registry
2341,udp,xiostatus
2341,tcp,xiostatus
2342,udp,manage-exec
2342,tcp,manage-exec
2343,udp,nati-logos
2343,tcp,nati-logos
2344,udp,fcmsys
2344,tcp,fcmsys
2345,udp,dbm
2345,tcp,dbm
2346,udp,redstorm_join
2346,tcp,redstorm_join
2347,udp,redstorm_find
2347,tcp,redstorm_find
2348,udp,redstorm_info
2348,tcp,redstorm_info
2349,udp,redstorm_diag
2349,tcp,redstorm_diag
2350,udp,psbserver
2350,tcp,psbserver
2351,udp,psrserver
2351,tcp,psrserver
2352,udp,pslserver
2352,tcp,pslserver
2353,udp,pspserver
2353,tcp,pspserver
2354,udp,psprserver
2354,tcp,psprserver
2355,udp,psdbserver
2355,tcp,psdbserver
2356,udp,gxtelmd
2356,tcp,gxtelmd
2357,udp,unihub-server
2357,tcp,unihub-server
2358,udp,futrix
2358,tcp,futrix
2359,udp,flukeserver
2359,tcp,flukeserver
2360,udp,nexstorindltd
2360,tcp,nexstorindltd
2361,udp,tl1
2361,tcp,tl1
2362,udp,digiman
2362,tcp,digiman
2363,udp,mediacntrlnfsd
2363,tcp,mediacntrlnfsd
2364,udp,oi-2000
2364,tcp,oi-2000
2365,udp,dbref
2365,tcp,dbref
2366,udp,qip-login
2366,tcp,qip-login
2367,udp,service-ctrl
2367,tcp,service-ctrl
2368,udp,opentable
2368,tcp,opentable
2369,udp,acs2000-dsp
2369,tcp,acs2000-dsp
2370,udp,l3-hbmon
2370,tcp,l3-hbmon
2371,udp,worldwire
2371,tcp,worldwire
2381,udp,compaq-https
2381,tcp,compaq-https
2382,udp,ms-olap3
2382,tcp,ms-olap3
2383,udp,ms-olap4
2383,tcp,ms-olap4
2384,udp,sd-capacity
2384,tcp,sd-request
2385,udp,sd-data
2385,tcp,sd-data
2386,udp,virtualtape
2386,tcp,virtualtape
2387,udp,vsamredirector
2387,tcp,vsamredirector
2388,udp,mynahautostart
2388,tcp,mynahautostart
2389,udp,ovsessionmgr
2389,tcp,ovsessionmgr
2390,udp,rsmtp
2390,tcp,rsmtp
2391,udp,3com-net-mgmt
2391,tcp,3com-net-mgmt
2392,udp,tacticalauth
2392,tcp,tacticalauth
2393,udp,ms-olap1
2393,tcp,ms-olap1
2394,udp,ms-olap2
2394,tcp,ms-olap2
2395,udp,lan900_remote
2395,tcp,lan900_remote
2396,udp,wusage
2396,tcp,wusage
2397,udp,ncl
2397,tcp,ncl
2398,udp,orbiter
2398,tcp,orbiter
2399,udp,fmpro-fdal
2399,tcp,fmpro-fdal
2400,udp,opequus-server
2400,tcp,opequus-server
2401,udp,cvspserver
2401,tcp,cvspserver
2402,udp,taskmaster2000
2402,tcp,taskmaster2000
2403,udp,taskmaster2000
2403,tcp,taskmaster2000
2404,udp,iec-104
2404,tcp,iec-104
2405,udp,trc-netpoll
2405,tcp,trc-netpoll
2406,udp,jediserver
2406,tcp,jediserver
2407,udp,orion
2407,tcp,orion
2408,udp,optimanet
2408,tcp,optimanet
2409,udp,sns-protocol
2409,tcp,sns-protocol
2410,udp,vrts-registry
2410,tcp,vrts-registry
2411,udp,netwave-ap-mgmt
2411,tcp,netwave-ap-mgmt
2412,udp,cdn
2412,tcp,cdn
2413,udp,orion-rmi-reg
2413,tcp,orion-rmi-reg
2414,udp,beeyond
2414,tcp,beeyond
2415,udp,codima-rtp
2415,tcp,codima-rtp
2416,udp,rmtserver
2416,tcp,rmtserver
2417,udp,composit-server
2417,tcp,composit-server
2418,udp,cas
2418,tcp,cas
2419,udp,attachmate-s2s
2419,tcp,attachmate-s2s
2420,udp,dslremote-mgmt
2420,tcp,dslremote-mgmt
2421,udp,g-talk
2421,tcp,g-talk
2422,udp,crmsbits
2422,tcp,crmsbits
2423,udp,rnrp
2423,tcp,rnrp
2424,udp,kofax-svr
2424,tcp,kofax-svr
2425,udp,fjitsuappmgr
2425,tcp,fjitsuappmgr
2427,udp,mgcp-gateway
2427,tcp,mgcp-gateway
2428,udp,ott
2428,tcp,ott
2429,udp,ft-role
2429,tcp,ft-role
2430,udp,venus
2430,tcp,venus
2431,udp,venus-se
2431,tcp,venus-se
2432,udp,codasrv
2432,tcp,codasrv
2433,udp,codasrv-se
2433,tcp,codasrv-se
2434,udp,pxc-epmap
2434,tcp,pxc-epmap
2435,udp,optilogic
2435,tcp,optilogic
2436,udp,topx
2436,tcp,topx
2437,udp,unicontrol
2437,tcp,unicontrol
2438,udp,msp
2438,tcp,msp
2439,udp,sybasedbsynch
2439,tcp,sybasedbsynch
2440,udp,spearway
2440,tcp,spearway
2441,udp,pvsw-inet
2441,tcp,pvsw-inet
2442,udp,netangel
2442,tcp,netangel
2443,udp,powerclientcsf
2443,tcp,powerclientcsf
2444,udp,btpp2sectrans
2444,tcp,btpp2sectrans
2445,udp,dtn1
2445,tcp,dtn1
2446,udp,bues_service
2446,tcp,bues_service
2447,udp,ovwdb
2447,tcp,ovwdb
2448,udp,hpppssvr
2448,tcp,hpppssvr
2449,udp,ratl
2449,tcp,ratl
2450,udp,netadmin
2450,tcp,netadmin
2451,udp,netchat
2451,tcp,netchat
2452,udp,snifferclient
2452,tcp,snifferclient
2453,udp,madge-om
2453,tcp,madge-om
2454,udp,indx-dds
2454,tcp,indx-dds
2455,udp,wago-io-system
2455,tcp,wago-io-system
2456,udp,altav-remmgt
2456,tcp,altav-remmgt
2457,udp,rapido-ip
2457,tcp,rapido-ip
2458,udp,griffin
2458,tcp,griffin
2459,udp,community
2459,tcp,community
2460,udp,ms-theater
2460,tcp,ms-theater
2461,udp,qadmifoper
2461,tcp,qadmifoper
2462,udp,qadmifevent
2462,tcp,qadmifevent
2463,udp,symbios-raid
2463,tcp,symbios-raid
2464,udp,direcpc-si
2464,tcp,direcpc-si
2465,udp,lbm
2465,tcp,lbm
2466,udp,lbf
2466,tcp,lbf
2467,udp,high-criteria
2467,tcp,high-criteria
2468,udp,qip-msgd
2468,tcp,qip-msgd
2469,udp,mti-tcs-comm
2469,tcp,mti-tcs-comm
2470,udp,taskman-port
2470,tcp,taskman-port
2471,udp,seaodbc
2471,tcp,seaodbc
2472,udp,c3
2472,tcp,c3
2473,udp,aker-cdp
2473,tcp,aker-cdp
2474,udp,vitalanalysis
2474,tcp,vitalanalysis
2475,udp,ace-server
2475,tcp,ace-server
2476,udp,ace-svr-prop
2476,tcp,ace-svr-prop
2477,udp,ssm-cvs
2477,tcp,ssm-cvs
2478,udp,ssm-cssps
2478,tcp,ssm-cssps
2479,udp,ssm-els
2479,tcp,ssm-els
2480,udp,lingwood
2480,tcp,lingwood
2481,udp,giop
2481,tcp,giop
2482,udp,giop-ssl
2482,tcp,giop-ssl
2483,udp,ttc
2483,tcp,ttc
2484,udp,ttc-ssl
2484,tcp,ttc-ssl
2485,udp,netobjects1
2485,tcp,netobjects1
2486,udp,netobjects2
2486,tcp,netobjects2
2487,udp,pns
2487,tcp,pns
2488,udp,moy-corp
2488,tcp,moy-corp
2489,udp,tsilb
2489,tcp,tsilb
2490,udp,qip-qdhcp
2490,tcp,qip-qdhcp
2491,udp,conclave-cpp
2491,tcp,conclave-cpp
2492,udp,groove
2492,tcp,groove
2493,udp,talarian-mqs
2493,tcp,talarian-mqs
2494,udp,bmc-ar
2494,tcp,bmc-ar
2495,udp,fast-rem-serv
2495,tcp,fast-rem-serv
2496,udp,dirgis
2496,tcp,dirgis
2497,udp,quaddb
2497,tcp,quaddb
2498,udp,odn-castraq
2498,tcp,odn-castraq
2499,udp,unicontrol
2499,tcp,unicontrol
2500,udp,rtsserv
2500,tcp,rtsserv
2501,udp,rtsclient
2501,tcp,rtsclient
2502,udp,kentrox-prot
2502,tcp,kentrox-prot
2503,udp,nms-dpnss
2503,tcp,nms-dpnss
2504,udp,wlbs
2504,tcp,wlbs
2505,tcp,ppcontrol
2505,udp,ppcontrol
2506,udp,jbroker
2506,tcp,jbroker
2507,udp,spock
2507,tcp,spock
2508,udp,jdatastore
2508,tcp,jdatastore
2509,udp,fjmpss
2509,tcp,fjmpss
2510,udp,fjappmgrbulk
2510,tcp,fjappmgrbulk
2511,udp,metastorm
2511,tcp,metastorm
2512,udp,citrixima
2512,tcp,citrixima
2513,udp,citrixadmin
2513,tcp,citrixadmin
2514,udp,facsys-ntp
2514,tcp,facsys-ntp
2515,udp,facsys-router
2515,tcp,facsys-router
2516,udp,maincontrol
2516,tcp,maincontrol
2517,udp,call-sig-trans
2517,tcp,call-sig-trans
2518,udp,willy
2518,tcp,willy
2519,udp,globmsgsvc
2519,tcp,globmsgsvc
2520,udp,pvsw
2520,tcp,pvsw
2521,udp,adaptecmgr
2521,tcp,adaptecmgr
2522,udp,windb
2522,tcp,windb
2523,udp,qke-llc-v3
2523,tcp,qke-llc-v3
2524,udp,optiwave-lm
2524,tcp,optiwave-lm
2525,udp,ms-v-worlds
2525,tcp,ms-v-worlds
2526,udp,ema-sent-lm
2526,tcp,ema-sent-lm
2527,udp,iqserver
2527,tcp,iqserver
2528,udp,ncr_ccl
2528,tcp,ncr_ccl
2529,udp,utsftp
2529,tcp,utsftp
2530,udp,vrcommerce
2530,tcp,vrcommerce
2531,udp,ito-e-gui
2531,tcp,ito-e-gui
2532,udp,ovtopmd
2532,tcp,ovtopmd
2533,udp,snifferserver
2533,tcp,snifferserver
2534,udp,combox-web-acc
2534,tcp,combox-web-acc
2535,udp,madcap
2535,tcp,madcap
2536,udp,btpp2audctr1
2536,tcp,btpp2audctr1
2537,udp,upgrade
2537,tcp,upgrade
2538,udp,vnwk-prapi
2538,tcp,vnwk-prapi
2539,udp,vsiadmin
2539,tcp,vsiadmin
2540,udp,lonworks
2540,tcp,lonworks
2541,udp,lonworks2
2541,tcp,lonworks2
2542,udp,davinci
2542,tcp,davinci
2543,udp,reftek
2543,tcp,reftek
2544,udp,novell-zen
2544,tcp,novell-zen
2545,udp,sis-emt
2545,tcp,sis-emt
2546,udp,vytalvaultbrtp
2546,tcp,vytalvaultbrtp
2547,udp,vytalvaultvsmp
2547,tcp,vytalvaultvsmp
2548,udp,vytalvaultpipe
2548,tcp,vytalvaultpipe
2549,udp,ipass
2549,tcp,ipass
2550,udp,ads
2550,tcp,ads
2551,udp,isg-uda-server
2551,tcp,isg-uda-server
2552,udp,call-logging
2552,tcp,call-logging
2553,udp,efidiningport
2553,tcp,efidiningport
2554,udp,vcnet-link-v10
2554,tcp,vcnet-link-v10
2555,udp,compaq-wcp
2555,tcp,compaq-wcp
2556,udp,nicetec-nmsvc
2556,tcp,nicetec-nmsvc
2557,udp,nicetec-mgmt
2557,tcp,nicetec-mgmt
2558,udp,pclemultimedia
2558,tcp,pclemultimedia
2559,udp,lstp
2559,tcp,lstp
2560,udp,labrat
2560,tcp,labrat
2561,udp,mosaixcc
2561,tcp,mosaixcc
2562,udp,delibo
2562,tcp,delibo
2563,udp,cti-redwood
2563,tcp,cti-redwood
2564,tcp,hp-3000-telnet
2565,udp,coord-svr
2565,tcp,coord-svr
2566,udp,pcs-pcw
2566,tcp,pcs-pcw
2567,udp,clp
2567,tcp,clp
2568,udp,spamtrap
2568,tcp,spamtrap
2569,udp,sonuscallsig
2569,tcp,sonuscallsig
2570,udp,hs-port
2570,tcp,hs-port
2571,udp,cecsvc
2571,tcp,cecsvc
2572,udp,ibp
2572,tcp,ibp
2573,udp,trustestablish
2573,tcp,trustestablish
2574,udp,blockade-bpsp
2574,tcp,blockade-bpsp
2575,udp,hl7
2575,tcp,hl7
2576,udp,tclprodebugger
2576,tcp,tclprodebugger
2577,udp,scipticslsrvr
2577,tcp,scipticslsrvr
2578,udp,rvs-isdn-dcp
2578,tcp,rvs-isdn-dcp
2579,udp,mpfoncl
2579,tcp,mpfoncl
2580,udp,tributary
2580,tcp,tributary
2581,udp,argis-te
2581,tcp,argis-te
2582,udp,argis-ds
2582,tcp,argis-ds
2583,udp,mon
2583,tcp,mon
2584,udp,cyaserv
2584,tcp,cyaserv
2585,udp,netx-server
2585,tcp,netx-server
2586,udp,netx-agent
2586,tcp,netx-agent
2587,udp,masc
2587,tcp,masc
2588,udp,privilege
2588,tcp,privilege
2589,udp,quartus-tcl
2589,tcp,quartus-tcl
2590,udp,idotdist
2590,tcp,idotdist
2591,udp,maytagshuffle
2591,tcp,maytagshuffle
2592,udp,netrek
2592,tcp,netrek
2593,udp,mns-mail
2593,tcp,mns-mail
2594,udp,dts
2594,tcp,dts
2595,udp,worldfusion1
2595,tcp,worldfusion1
2596,udp,worldfusion2
2596,tcp,worldfusion2
2597,udp,homesteadglory
2597,tcp,homesteadglory
2598,udp,citriximaclient
2598,tcp,citriximaclient
2599,udp,snapd
2599,tcp,snapd
2600,udp,hpstgmgr
2600,tcp,hpstgmgr
2601,udp,discp-client
2601,tcp,discp-client
2602,udp,discp-server
2602,tcp,discp-server
2603,udp,servicemeter
2603,tcp,servicemeter
2604,udp,nsc-ccs
2604,tcp,nsc-ccs
2605,udp,nsc-posa
2605,tcp,nsc-posa
2606,udp,netmon
2606,tcp,netmon
2607,udp,connection
2607,tcp,connection
2608,udp,wag-service
2608,tcp,wag-service
2609,udp,system-monitor
2609,tcp,system-monitor
2610,udp,versa-tek
2610,tcp,versa-tek
2611,udp,lionhead
2611,tcp,lionhead
2612,udp,qpasa-agent
2612,tcp,qpasa-agent
2613,udp,smntubootstrap
2613,tcp,smntubootstrap
2614,udp,neveroffline
2614,tcp,neveroffline
2615,udp,firepower
2615,tcp,firepower
2616,udp,appswitch-emp
2616,tcp,appswitch-emp
2617,udp,cmadmin
2617,tcp,cmadmin
2618,udp,priority-e-com
2618,tcp,priority-e-com
2619,udp,bruce
2619,tcp,bruce
2620,udp,lpsrecommender
2620,tcp,lpsrecommender
2621,udp,miles-apart
2621,tcp,miles-apart
2622,udp,metricadbc
2622,tcp,metricadbc
2623,udp,lmdp
2623,tcp,lmdp
2624,udp,aria
2624,tcp,aria
2625,udp,blwnkl-port
2625,tcp,blwnkl-port
2626,udp,gbjd816
2626,tcp,gbjd816
2627,udp,moshebeeri
2627,tcp,moshebeeri
2628,udp,dict
2628,tcp,dict
2629,udp,sitaraserver
2629,tcp,sitaraserver
2630,udp,sitaramgmt
2630,tcp,sitaramgmt
2631,udp,sitaradir
2631,tcp,sitaradir
2632,udp,irdg-post
2632,tcp,irdg-post
2633,udp,interintelli
2633,tcp,interintelli
2634,udp,pk-electronics
2634,tcp,pk-electronics
2635,udp,backburner
2635,tcp,backburner
2636,udp,solve
2636,tcp,solve
2637,udp,imdocsvc
2637,tcp,imdocsvc
2638,udp,sybaseanywhere
2638,tcp,sybaseanywhere
2639,udp,aminet
2639,tcp,aminet
2640,udp,sai_sentlm
2640,tcp,sai_sentlm
2641,udp,hdl-srv
2641,tcp,hdl-srv
2642,udp,tragic
2642,tcp,tragic
2643,udp,gte-samp
2643,tcp,gte-samp
2644,udp,travsoft-ipx-t
2644,tcp,travsoft-ipx-t
2645,udp,novell-ipx-cmd
2645,tcp,novell-ipx-cmd
2646,udp,and-lm
2646,tcp,and-lm
2647,udp,syncserver
2647,tcp,syncserver
2648,udp,upsnotifyprot
2648,tcp,upsnotifyprot
2649,udp,vpsipport
2649,tcp,vpsipport
2650,udp,eristwoguns
2650,tcp,eristwoguns
2651,udp,ebinsite
2651,tcp,ebinsite
2652,udp,interpathpanel
2652,tcp,interpathpanel
2653,udp,sonus
2653,tcp,sonus
2654,udp,corel_vncadmin
2654,tcp,corel_vncadmin
2655,udp,unglue
2655,tcp,unglue
2656,udp,kana
2656,tcp,kana
2657,udp,sns-dispatcher
2657,tcp,sns-dispatcher
2658,udp,sns-admin
2658,tcp,sns-admin
2659,udp,sns-query
2659,tcp,sns-query
2660,udp,gcmonitor
2660,tcp,gcmonitor
2661,udp,olhost
2661,tcp,olhost
2662,udp,bintec-capi
2662,tcp,bintec-capi
2663,udp,bintec-tapi
2663,tcp,bintec-tapi
2664,udp,patrol-mq-gm
2664,tcp,patrol-mq-gm
2665,udp,patrol-mq-nm
2665,tcp,patrol-mq-nm
2666,udp,extensis
2666,tcp,extensis
2667,udp,alarm-clock-s
2667,tcp,alarm-clock-s
2668,udp,alarm-clock-c
2668,tcp,alarm-clock-c
2669,udp,toad
2669,tcp,toad
2670,udp,tve-announce
2670,tcp,tve-announce
2671,udp,newlixreg
2671,tcp,newlixreg
2672,udp,nhserver
2672,tcp,nhserver
2673,udp,firstcall42
2673,tcp,firstcall42
2674,udp,ewnn
2674,tcp,ewnn
2675,udp,ttc-etap
2675,tcp,ttc-etap
2676,udp,simslink
2676,tcp,simslink
2677,udp,gadgetgate1way
2677,tcp,gadgetgate1way
2678,udp,gadgetgate2way
2678,tcp,gadgetgate2way
2679,udp,syncserverssl
2679,tcp,syncserverssl
2680,udp,pxc-sapxom
2680,tcp,pxc-sapxom
2681,udp,mpnjsomb
2681,tcp,mpnjsomb
2683,udp,ncdloadbalance
2683,tcp,ncdloadbalance
2684,udp,mpnjsosv
2684,tcp,mpnjsosv
2685,udp,mpnjsocl
2685,tcp,mpnjsocl
2686,udp,mpnjsomg
2686,tcp,mpnjsomg
2687,udp,pq-lic-mgmt
2687,tcp,pq-lic-mgmt
2688,udp,md-cg-http
2688,tcp,md-cg-http
2689,udp,fastlynx
2689,tcp,fastlynx
2690,udp,hp-nnm-data
2690,tcp,hp-nnm-data
2691,udp,itinternet
2691,tcp,itinternet
2692,udp,admins-lms
2692,tcp,admins-lms
2693,udp,belarc-http
2693,tcp,belarc-http
2694,udp,pwrsevent
2694,tcp,pwrsevent
2695,udp,vspread
2695,tcp,vspread
2696,udp,unifyadmin
2696,tcp,unifyadmin
2697,udp,oce-snmp-trap
2697,tcp,oce-snmp-trap
2698,udp,mck-ivpip
2698,tcp,mck-ivpip
2699,udp,csoft-plusclnt
2699,tcp,csoft-plusclnt
2700,udp,tqdata
2700,tcp,tqdata
2701,udp,sms-rcinfo
2701,tcp,sms-rcinfo
2702,udp,sms-xfer
2702,tcp,sms-xfer
2703,udp,sms-chat
2703,tcp,sms-chat
2704,udp,sms-remctrl
2704,tcp,sms-remctrl
2705,udp,sds-admin
2705,tcp,sds-admin
2706,udp,ncdmirroring
2706,tcp,ncdmirroring
2707,udp,emcsymapiport
2707,tcp,emcsymapiport
2708,udp,banyan-net
2708,tcp,banyan-net
2709,udp,supermon
2709,tcp,supermon
2710,udp,sso-service
2710,tcp,sso-service
2711,udp,sso-control
2711,tcp,sso-control
2712,udp,aocp
2712,tcp,aocp
2713,udp,raven1
2713,tcp,raven1
2714,udp,raven2
2714,tcp,raven2
2715,udp,hpstgmgr2
2715,tcp,hpstgmgr2
2716,udp,inova-ip-disco
2716,tcp,inova-ip-disco
2717,udp,pn-requester
2717,tcp,pn-requester
2718,udp,pn-requester2
2718,tcp,pn-requester2
2719,udp,scan-change
2719,tcp,scan-change
2720,udp,wkars
2720,tcp,wkars
2721,udp,smart-diagnose
2721,tcp,smart-diagnose
2722,udp,proactivesrvr
2722,tcp,proactivesrvr
2723,udp,watchdognt
2723,tcp,watchdognt
2724,udp,qotps
2724,tcp,qotps
2725,udp,msolap-ptp2
2725,tcp,msolap-ptp2
2726,udp,tams
2726,tcp,tams
2727,udp,mgcp-callagent
2727,tcp,mgcp-callagent
2728,udp,sqdr
2728,tcp,sqdr
2729,udp,tcim-control
2729,tcp,tcim-control
2730,udp,nec-raidplus
2730,tcp,nec-raidplus
2731,udp,fyre-messanger
2731,tcp,fyre-messanger
2732,udp,g5m
2732,tcp,g5m
2733,udp,signet-ctf
2733,tcp,signet-ctf
2734,udp,ccs-software
2734,tcp,ccs-software
2735,udp,netiq-mc
2735,tcp,netiq-mc
2736,udp,radwiz-nms-srv
2736,tcp,radwiz-nms-srv
2737,udp,srp-feedback
2737,tcp,srp-feedback
2738,udp,ndl-tcp-ois-gw
2738,tcp,ndl-tcp-ois-gw
2739,udp,tn-timing
2739,tcp,tn-timing
2740,udp,alarm
2740,tcp,alarm
2741,udp,tsb
2741,tcp,tsb
2742,udp,tsb2
2742,tcp,tsb2
2743,udp,murx
2743,tcp,murx
2744,udp,honyaku
2744,tcp,honyaku
2745,udp,urbisnet
2745,tcp,urbisnet
2746,udp,cpudpencap
2746,tcp,cpudpencap
2747,udp,fjippol-swrly
2747,tcp,fjippol-swrly
2748,udp,fjippol-polsvr
2748,tcp,fjippol-polsvr
2749,udp,fjippol-cnsl
2749,tcp,fjippol-cnsl
2750,udp,fjippol-port1
2750,tcp,fjippol-port1
2751,udp,fjippol-port2
2751,tcp,fjippol-port2
2752,udp,rsisysaccess
2752,tcp,rsisysaccess
2753,udp,de-spot
2753,tcp,de-spot
2754,udp,apollo-cc
2754,tcp,apollo-cc
2755,udp,expresspay
2755,tcp,expresspay
2756,udp,simplement-tie
2756,tcp,simplement-tie
2757,udp,cnrp
2757,tcp,cnrp
2758,udp,apollo-status
2758,tcp,apollo-status
2759,udp,apollo-gms
2759,tcp,apollo-gms
2760,udp,sabams
2760,tcp,sabams
2761,udp,dicom-iscl
2761,tcp,dicom-iscl
2762,udp,dicom-tls
